w,Q,r_ph,Omega,lambda,deltaOmega,deltaLambda,omega_re,omega_im,delta_omega_re,delta_omega_im
0.21739130434782608,0.07391304347826087,2.7443330492661873,0.2075756294453946,0.20412308181347227,0.015125539715519332,0.011672938793464926,0.8303025177815784,-0.10206154090673614,0.060502158862077327,-0.005836469396732463
0.21739130434782608,0.0782608695652174,2.7287490126384513,0.2085856484184995,0.2049042039168152,0.016135558688624235,0.01245406089680784,0.834342593673998,-0.1024521019584076,0.06454223475449694,-0.00622703044840392
0.21739130434782608,0.08260869565217391,2.713101121109229,0.20961105165307217,0.20569742392638735,0.01716096192319691,0.013247280906379999,0.8384442066122887,-0.10284871196319367,0.06864384769278764,-0.0066236404531899995
0.21739130434782608,0.08695652173913043,2.6973888150870065,0.2106522099379582,0.20650303602503634,0.018202120208082928,0.014052893005028988,0.8426088397518328,-0.10325151801251817,0.07280848083233171,-0.007026446502514494
0.21739130434782608,0.09130434782608696,2.681611527415365,0.21170950623884377,0.2073213436738251,0.019259416508968508,0.014871200653817751,0.8468380249553751,-0.10366067183691255,0.07703766603587403,-0.0074356003269088755
0.21739130434782608,0.09565217391304348,2.6657686832146723,0.21278333620490283,0.2081526608122458,0.020333246475027572,0.01570251779223844,0.8511333448196113,-0.1040763304061229,0.08133298590011029,-0.00785125889611922
0.21739130434782608,0.1,2.6498596997443187,0.2138741087010104,0.20899731193164936,0.021424018971135134,0.016547168911642013,0.8554964348040416,-0.10449865596582468,0.08569607588454053,-0.008273584455821006
0.2608695652173913,0.0,3.000000001112835,0.19245008972987526,0.19245014302000735,0.0,0.0,0.769800358919501,-0.09622507151000367,0.0,0.0
0.2608695652173913,0.004347826086956522,2.985111226181167,0.19326884591269142,0.19309216402820487,0.0008187561828161549,0.0006420210081975186,0.7730753836507657,-0.09654608201410243,0.0032750247312646197,-0.0003210105040987593
0.2608695652173913,0.008695652173913044,2.9701677743496524,0.194098559176357,0.19374292376232918,0.0016484694464817262,0.0012927807423218363,0.776394236705428,-0.09687146188116459,0.006593877785926905,-0.0006463903711609181
0.2608695652173913,0.013043478260869566,2.955169218363161,0.19493946142125915,0.1944026086705212,0.002489371691383885,0.0019524656505138516,0.7797578456850366,-0.0972013043352606,0.00995748676553554,-0.0009762328252569258
0.2608695652173913,0.017391304347826087,2.9401151258139233,0.19579179122987658,0.19507141099871136,0.0033417015000013206,0.002621267978704017,0.7831671649195063,-0.09753570549935568,0.013366806000005282,-0.0013106339893520086
0.2608695652173913,0.021739130434782608,2.9250050590579573,0.1966557941104962,0.1957495278639653,0.004205704380620928,0.0032993848439579476,0.7866231764419848,-0.09787476393198265,0.016822817522483713,-0.0016496924219789738
0.2608695652173913,0.026086956521739132,2.909838575138421,0.19753172275170125,0.19643716271111245,0.0050816330218259875,0.003987019691105098,0.790126891006805,-0.09821858135555622,0.02032653208730395,-0.001993509845552549
0.2608695652173913,0.030434782608695653,2.8946152256906603,0.1984198372881895,0.1971345248859995,0.005969747558314226,0.004684381865992154,0.793679349152758,-0.09856726244299975,0.023878990233256903,-0.002342190932996077
0.2608695652173913,0.034782608695652174,2.8793345568541793,0.19932040557851557,0.19784182992285254,0.006870315848640313,0.005391686902845194,0.7972816223140623,-0.09892091496142627,0.02748126339456125,-0.002695843451422597
0.2608695652173913,0.0391304347826087,2.8639961091773207,0.2002337034953874,0.19855929968371447,0.0077836137655121485,0.0061091566637071215,0.8009348139815496,-0.09927964984185723,0.031134455062048594,-0.0030545783318535608
0.2608695652173913,0.043478260869565216,2.848599417537606,0.2011600152291835,0.19928716315361142,0.008709925499308241,0.0068370201336040715,0.804640060916734,-0.09964358157680571,0.034839701997232964,-0.0034185100668020357
0.2608695652173913,0.04782608695652174,2.833144011030016,0.20209963360540045,0.20002565591781815,0.00964954387552519,0.007575512897810804,0.8083985344216018,-0.10001282795890908,0.03859817550210076,-0.003787756448905402
0.2608695652173913,0.052173913043478265,2.8176294128781163,0.20305286041678275,0.20077502099316352,0.010602770686907487,0.008324877973156175,0.812211441667131,-0.10038751049658176,0.04241108274762995,-0.0041624389865780875
0.2608695652173913,0.05652173913043478,2.8020551403345713,0.20402000677093432,0.20153550886390847,0.011569917041059058,0.009085365843901128,0.8160800270837373,-0.10076775443195424,0.04627966816423623,-0.004542682921950564
0.2608695652173913,0.06086956521739131,2.7864207045805287,0.20500139345426077,0.20230737785490624,0.01255130372438551,0.009857234834898893,0.8200055738170431,-0.10115368892745312,0.05020521489754204,-0.004928617417449446
0.2608695652173913,0.06521739130434782,2.770725610618002,0.20599735131314603,0.20309089436507627,0.01354726158327077,0.010640751345068922,0.8239894052525841,-0.10154544718253813,0.05418904633308308,-0.005320375672534461
0.2608695652173913,0.06956521739130435,2.75496935716961,0.20700822165332336,0.2038863335135504,0.014558131923448098,0.011436190493543053,0.8280328866132934,-0.1019431667567752,0.05823252769379239,-0.005718095246771526
0.2608695652173913,0.07391304347826087,2.739151436566446,0.20803435665846337,0.20469397869726036,0.015584266928588109,0.012243835677253012,0.8321374266338535,-0.10234698934863018,0.062337067714352434,-0.006121917838626506
0.2608695652173913,0.0782608695652174,2.7232713346386,0.20907611982906787,0.20551412298077193,0.016626030099192612,0.013063979960764582,0.8363044793162715,-0.10275706149038596,0.06650412039677045,-0.006531989980382291
0.2608695652173913,0.08260869565217391,2.7073285306027293,0.21013388644282854,0.2063470686983719,0.01768379671295328,0.013896925678364563,0.8405355457713142,-0.10317353434918596,0.07073518685181313,-0.006948462839182282
0.2608695652173913,0.08695652173913043,2.6913224969474108,0.21120804403768692,0.2071931280499348,0.01875795430781166,0.014742985029927463,0.8448321761507477,-0.1035965640249674,0.07503181723124663,-0.007371492514963732
0.2608695652173913,0.09130434782608696,2.6752526993128525,0.21229899291891347,0.20805262378228553,0.019848903189038203,0.015602480762278187,0.8491959716756539,-0.10402631189114277,0.07939561275615281,-0.0078012403811390935
0.2608695652173913,0.09565217391304348,2.659118596374098,0.2134071466916122,0.20892588920364633,0.020957056961736942,0.01647574618363898,0.8536285867664488,-0.10446294460182316,0.08382822784694777,-0.00823787309181949
0.2608695652173913,0.1,2.642919639718109,0.21453293282015154,0.20981326879692214,0.022082843090276277,0.01736312577691479,0.8581317312806062,-0.10490663439846107,0.08833137236110511,-0.008681562888457395
0.30434782608695654,0.0,3.000000001112835,0.19245008972987526,0.19245014302000735,0.0,0.0,0.769800358919501,-0.09622507151000367,0.0,0.0
0.30434782608695654,0.004347826086956522,2.9848234364254016,0.19329099265191177,0.19312070118613353,0.0008409029220365072,0.0006705581661261839,0.7731639706076471,-0.09656035059306677,0.0033636116881460287,-0.00033527908306309195
0.30434782608695654,0.008695652173913044,2.9695931676718077,0.1941432279683793,0.19380044608341715,0.0016931382385040328,0.0013503030634098023,0.7765729118735172,-0.09690022304170857,0.006772552954016131,-0.0006751515317049012
0.30434782608695654,0.013043478260869566,2.9543087922860707,0.19500703628391503,0.19448957395197214,0.002556946554039763,0.002039430931964792,0.7800281451356601,-0.09724478697598607,0.010227786216159052,-0.001019715465982396
0.30434782608695654,0.017391304347826087,2.938969903051946,0.1958826651470324,0.1951882871994724,0.0034325754171571354,0.002738144179465052,0.7835306605881296,-0.0975941435997362,0.013730301668628542,-0.001369072089732526
0.30434782608695654,0.021739130434782608,2.9235760880363797,0.19677036930358938,0.19589679397238355,0.004320279573714114,0.0034466509523762012,0.7870814772143575,-0.09794839698619177,0.017281118294856457,-0.0017233254761881006
0.30434782608695654,0.026086956521739132,2.9081269305174113,0.1976704109614633,0.1966153083907001,0.0052203212315880265,0.004165165370692753,0.7906816438458532,-0.09830765419535005,0.020881284926352106,-0.0020825826853463764
0.30434782608695654,0.030434782608695653,2.8926220089073684,0.19858306006701398,0.19734405124547544,0.006132970337138721,0.004893908225468091,0.7943322402680559,-0.09867202562273772,0.024531881348554885,-0.0024469541127340455
0.30434782608695654,0.034782608695652174,2.8770608966716664,0.19950859459395312,0.19808324940838876,0.007058504864077858,0.005633106388381409,0.7980343783758125,-0.09904162470419438,0.028234019456311432,-0.0028165531941907046
0.30434782608695654,0.0391304347826087,2.8614431622612972,0.20044730084527515,0.19883313712996772,0.007997211115399888,0.006382994109960377,0.8017892033811006,-0.09941656856498386,0.03198884446159955,-0.0031914970549801885
0.30434782608695654,0.043478260869565216,2.8457683690164566,0.2013994737689441,0.19959395531902838,0.008949384039068836,0.0071438122990210295,0.8055978950757764,-0.09979697765951419,0.035797536156275345,-0.0035719061495105148
0.30434782608695654,0.04782608695652174,2.830036075101866,0.2023654172880739,0.20036595247417288,0.009915327558198628,0.007915809454165534,0.8094616691522956,-0.10018297623708644,0.03966131023279451,-0.003957904727082767
0.30434782608695654,0.052173913043478265,2.8142458334142844,0.20334544464638524,0.20114938463045834,0.010895354916509975,0.008699241610450992,0.813381778585541,-0.10057469231522917,0.0435814196660399,-0.004349620805225496
0.30434782608695654,0.05652173913043478,2.7983971914948906,0.20433987876977044,0.20194451596269664,0.011889789039895182,0.009494372942689289,0.8173595150790818,-0.10097225798134832,0.04755915615958073,-0.004747186471344644
0.30434782608695654,0.06086956521739131,2.78248969145369,0.20534905264485012,0.20275161867242134,0.01289896291497486,0.010301475652413988,0.8213962105794005,-0.10137580933621067,0.05159585165989944,-0.005150737826206994
0.30434782608695654,0.06521739130434782,2.7665228698677824,0.2063733097154616,0.2035709734513326,0.01392321998558635,0.011120830431325252,0.8254932388618464,-0.1017854867256663,0.0556928799423454,-0.005560415215662626
0.30434782608695654,0.06956521739130435,2.7504962577012826,0.20741300429807893,0.20440287038751837,0.014962914568203672,0.011952727367511018,0.8296520171923157,-0.10220143519375918,0.05985165827281469,-0.005976363683755509
0.30434782608695654,0.07391304347826087,2.7344093802066984,0.20846850201722708,0.20524760841464587,0.01601841228735182,0.012797465394638524,0.8338740080689083,-0.10262380420732294,0.06407364914940727,-0.006398732697319262
0.30434782608695654,0.0782608695652174,2.71826175683883,0.20954018026202478,0.2061054960854499,0.01709009053214952,0.01365535306544255,0.8381607210480991,-0.10305274804272495,0.06836036212859808,-0.006827676532721275
0.30434782608695654,0.08260869565217391,2.7020529011437118,0.2106284286650615,0.2069768523688761,0.01817833893518625,0.014526709348868766,0.842513714660246,-0.10348842618443806,0.072713355740745,-0.007263354674434383
0.30434782608695654,0.08695652173913043,2.685782320681956,0.21173364960489496,0.2078620063486007,0.0192835598750197,0.015411863328593345,0.8469345984195799,-0.10393100317430035,0.0771342395000788,-0.007705931664296672
0.30434782608695654,0.09130434782608696,2.6694495169107864,0.21285625873354064,0.20876129815037509,0.020406169003665375,0.016311155130367738,0.8514250349341626,-0.10438064907518754,0.0816246760146615,-0.008155577565183869
0.30434782608695654,0.09565217391304348,2.6530539850885635,0.21399668553041706,0.20967507926717982,0.0215465958005418,0.017224936247172473,0.8559867421216683,-0.10483753963358991,0.0861863832021672,-0.008612468123586237
0.30434782608695654,0.1,2.636595214171024,0.2151553738843078,0.21060371284877016,0.022705284154432542,0.018153569828762817,0.8606214955372312,-0.10530185642438508,0.09082113661773017,-0.009076784914381408
0.34782608695652173,0.0,3.000000001112835,0.19245008972987526,0.19245014302000735,0.0,0.0,0.769800358919501,-0.09622507151000367,0.0,0.0
0.34782608695652173,0.004347826086956522,2.9845614791008592,0.19331182261418425,0.1931482512612915,0.0008617328843089911,0.0006981082412841622,0.773247290456737,-0.09657412563064575,0.0034469315372359643,-0.0003490541206420811
0.34782608695652173,0.008695652173913044,2.969070495492238,0.19418522847218395,0.1938559687006076,0.001735138742308684,0.0014058256806002423,0.7767409138887358,-0.0969279843503038,0.006940554969234736,-0.0007029128403001211
0.34782608695652173,0.013043478260869566,2.953526674756116,0.19507055547784202,0.19457350082660557,0.0026204657479667604,0.002123357806598225,0.7802822219113681,-0.09728675041330279,0.010481862991867041,-0.0010616789032991125
0.34782608695652173,0.017391304347826087,2.937929637231568,0.19596805896622024,0.1953010594206365,0.003517969236344981,0.00285091640062915,0.783872235864881,-0.09765052971031825,0.014071876945379924,-0.001425458200314575
0.34782608695652173,0.021739130434782608,2.922278999066583,0.19687800169463443,0.19603886237027698,0.004427911964759168,0.003588719350269637,0.7875120067785377,-0.09801943118513849,0.017711647859036672,-0.0017943596751348184
0.34782608695652173,0.026086956521739132,2.906574372167019,0.19780065411534525,0.19678713354822341,0.005350564385469991,0.004336990528216067,0.791202616461381,-0.09839356677411171,0.021402257541879965,-0.0021684952641080335
0.34782608695652173,0.030434782608695653,2.890815364119465,0.19873629466037912,0.19754610425587799,0.006286204930503858,0.0050959612358706385,0.7949451786415165,-0.09877305212793899,0.025144819722015432,-0.0025479806179353193
0.34782608695652173,0.034782608695652174,2.8750015781296274,0.19968521003911294,0.19831601194587536,0.007235120309237675,0.0058658689258680174,0.7987408401564517,-0.09915800597293768,0.0289404812369507,-0.0029329344629340087
0.34782608695652173,0.0391304347826087,2.8591326129635384,0.20064769554929632,0.1990971014794433,0.008197605819421055,0.006646958459435942,0.8025907821971853,-0.09954855073972164,0.03279042327768422,-0.003323479229717971
0.34782608695652173,0.043478260869565216,2.843208062868299,0.2016240554022245,0.1998896253157477,0.009173965672349238,0.007439482295740346,0.806496221608898,-0.09994481265787385,0.03669586268939695,-0.003719741147870173
0.34782608695652173,0.04782608695652174,2.8272275175159622,0.2026146030628196,0.20069384333157758,0.010164513332944325,0.008243700311570235,0.8104584122512783,-0.10034692166578879,0.0406580533317773,-0.004121850155785117
0.34782608695652173,0.052173913043478265,2.8111905619280693,0.2036196616054237,0.20151002345807756,0.011169571875548429,0.009059880438070211,0.8144786464216948,-0.10075501172903878,0.044678287502193714,-0.004529940219035106
0.34782608695652173,0.05652173913043478,2.795096776397122,0.20463956408615885,0.20233844199545217,0.012189474356283592,0.009888298975444826,0.8185582563446354,-0.10116922099772609,0.04875789742513437,-0.004944149487722413
0.34782608695652173,0.06086956521739131,2.7789457364314174,0.2056746539327603,0.20317938387799805,0.013224564202885036,0.010729240857990707,0.8226986157310412,-0.10158969193899903,0.052898256811540145,-0.005364620428995354
0.34782608695652173,0.06521739130434782,2.762737012659467,0.20672528535284843,0.20403314299942124,0.014275195622973164,0.011582999979413894,0.8269011414113937,-0.10201657149971062,0.057100782491892654,-0.005791499989706947
0.34782608695652173,0.06956521739130435,2.746470170777946,0.20779182376166516,0.20490002245338806,0.0153417340317899,0.012449879433380717,0.8311672950466606,-0.10245001122669403,0.0613669361271596,-0.006224939716690359
0.34782608695652173,0.07391304347826087,2.7301447714481397,0.2088746462303675,0.20578033517644337,0.016424556500492238,0.013330192156436022,0.83549858492147,-0.10289016758822168,0.06569822600196895,-0.006665096078218011
0.34782608695652173,0.0782608695652174,2.7137603702447888,0.20997414195603945,0.20667440415718827,0.017524052226164183,0.014224261137180921,0.8398965678241578,-0.10333720207859413,0.07009620890465673,-0.007112130568590461
0.34782608695652173,0.08260869565217391,2.6973165175550062,0.21109071275466215,0.20758256283542653,0.01864062302478689,0.015132419815419185,0.8443628510186486,-0.10379128141771327,0.07456249209914756,-0.007566209907709592
0.34782608695652173,0.08695652173913043,2.680812758508923,0.21222477357836056,0.2085051555964736,0.019774683848485297,0.016055012576466243,0.8488990943134422,-0.1042525777982368,0.07909873539394119,-0.008027506288233122
0.34782608695652173,0.09130434782608696,2.6642486328937567,0.21337675305833473,0.20944253820873354,0.020926663328459466,0.016992395188726195,0.8535070122333389,-0.10472126910436677,0.08370665331383786,-0.008496197594363097
0.34782608695652173,0.09565217391304348,2.647623675058177,0.21454709407497638,0.21039507840010635,0.022097004345101118,0.017944935380099003,0.8581883762999055,-0.10519753920005318,0.08838801738040447,-0.008972467690049502
0.34782608695652173,0.1,2.6309374138493795,0.2157362543567731,0.21136315613701037,0.023286164626897837,0.018913013117003025,0.8629450174270924,-0.10568157806850519,0.09314465850759135,-0.009456506558501512
0.3913043478260869,0.0,3.000000001112835,0.19245008972987526,0.19245014302000735,0.0,0.0,0.769800358919501,-0.09622507151000367,0.0,0.0
0.3913043478260869,0.004347826086956522,2.9843271335466945,0.19333120664218786,0.19317466592994503,0.0008811169123126017,0.000724522909937686,0.7733248265687515,-0.09658733296497252,0.003524467649250407,-0.000362261454968843
0.3913043478260869,0.008695652173913044,2.9686033103225884,0.1942242980479663,0.19390919017896863,0.001774208318091025,0.0014590471589612797,0.7768971921918651,-0.09695459508948431,0.0070968332723641,-0.0007295235794806398
0.3913043478260869,0.013043478260869566,2.9528281849029705,0.19512961840791998,0.19465392972846557,0.002679528678044718,0.002203786708458222,0.7805184736316799,-0.09732696486423278,0.010718114712178872,-0.001101893354229111
0.3913043478260869,0.017391304347826087,2.9370014071492396,0.1960474295107498,0.1954091047224996,0.0035973397808745367,0.002958961702492241,0.7841897180429992,-0.0977045523612498,0.014389359123498147,-0.0014794808512461205
0.3913043478260869,0.021739130434782608,2.9211226232657412,0.19697800073967972,0.19617494143434833,0.004527911009804458,0.0037247984143409796,0.7879120029587189,-0.09808747071717416,0.018111644039217834,-0.0018623992071704898
0.3913043478260869,0.026086956521739132,2.9051914757493056,0.19792160935072187,0.196951672882742,0.005471519620846604,0.004501529862734666,0.7916864374028875,-0.098475836441371,0.021886078483386417,-0.002250764931367333
0.3913043478260869,0.030434782608695653,2.8892076033324483,0.1988785407632808,0.1977395390236565,0.00642845103340553,0.005289396003649166,0.7955141630531232,-0.09886976951182826,0.02571380413362212,-0.002644698001824583
0.3913043478260869,0.034782608695652174,2.873170640929859,0.19984908886374111,0.19853878696303368,0.007398999133865852,0.006088643943026328,0.7993963554549645,-0.09926939348151684,0.02959599653546341,-0.003044321971513164
0.3913043478260869,0.0391304347826087,2.857080219595145,0.20083355632272062,0.19934967109119175,0.008383466592845362,0.006899528071184408,0.8033342252908825,-0.09967483554559588,0.03353386637138145,-0.003449764035592204
0.3913043478260869,0.043478260869565216,2.840935966457594,0.20183225492671206,0.20017245368324504,0.009382165196836795,0.007722310663237697,0.8073290197068482,-0.10008622684162252,0.03752866078734718,-0.0038611553316188485
0.3913043478260869,0.04782608695652174,2.824737504662853,0.20284550592488088,0.20100740463302505,0.010395416195005613,0.008557261613017703,0.8113820236995235,-0.10050370231651252,0.041581664780022454,-0.004278630806508851
0.3913043478260869,0.052173913043478265,2.808484453314267,0.20387364039183498,0.20185480248223014,0.011423550661959714,0.009404659462222797,0.8154945615673399,-0.10092740124111507,0.045694202647838855,-0.004702329731111399
0.3913043478260869,0.05652173913043478,2.7921764274306518,0.2049169996072291,0.20271493413435193,0.012466909877353827,0.010264791114344585,0.8196679984289164,-0.10135746706717597,0.04986763950941531,-0.005132395557172292
0.3913043478260869,0.06086956521739131,2.7758130378675054,0.20597593545312556,0.20358809574843084,0.013525845723250302,0.011137952728423495,0.8239037418125023,-0.10179404787421542,0.054103382893001206,-0.005568976364211747
0.3913043478260869,0.06521739130434782,2.7593938912634712,0.20705081083008647,0.20447459213556085,0.014600721100211211,0.012024449115553504,0.8282032433203459,-0.10223729606778043,0.058402884400844846,-0.006012224557776752
0.3913043478260869,0.06956521739130435,2.7429185899846784,0.2081420000930372,0.2053747385182518,0.01569191036316195,0.012924595498244457,0.8325680003721488,-0.1026873692591259,0.0627676414526478,-0.006462297749122228
0.3913043478260869,0.07391304347826087,2.726386732053504,0.20924988950800547,0.2062888597510792,0.016799799778130203,0.013838716731071843,0.8369995580320219,-0.1031444298755396,0.06719919911252081,-0.006919358365535921
0.3913043478260869,0.0782608695652174,2.7097979110870973,0.2103748777309135,0.20721729104205672,0.01792478800103825,0.01476714802204937,0.841499510923654,-0.10360864552102836,0.071699152004153,-0.007383574011024685
0.3913043478260869,0.08260869565217391,2.693151716236987,0.21151737630967532,0.2081603786565665,0.019067286579800058,0.015710235636559156,0.8460695052387013,-0.10408018932828325,0.07626914631920023,-0.007855117818279578
0.3913043478260869,0.08695652173913043,2.6764477321175555,0.21267781021093396,0.20911848028843194,0.020227720481058697,0.016668337268424593,0.8507112408437358,-0.10455924014421597,0.08091088192423479,-0.008334168634212297
0.3913043478260869,0.09130434782608696,2.6596855387388034,0.21385661837286202,0.21009196508386876,0.021406528642986755,0.017641822063861418,0.8554264734914481,-0.10504598254193438,0.08562611457194702,-0.008820911031930709
0.3913043478260869,0.09565217391304348,2.6428647114387207,0.2150542542855425,0.2110812147541645,0.022604164555667244,0.01863107173415715,0.86021701714217,-0.10554060737708225,0.09041665822266898,-0.009315535867078575
0.3913043478260869,0.1,2.625984820811291,0.21627118660055,0.21208662343507648,0.02382109687067474,0.01963648041506913,0.8650847464022,-0.10604331171753824,0.09528438748269896,-0.009818240207534565
0.43478260869565216,0.0,3.000000001112835,0.19245008972987526,0.19245014302000735,0.0,0.0,0.769800358919501,-0.09622507151000367,0.0,0.0
0.43478260869565216,0.004347826086956522,2.984121688307781,0.1933490415059295,0.19319981549236734,0.0008989517760542298,0.0007496724723599912,0.773396166023718,-0.09659990774618367,0.0035958071042169193,-0.0003748362361799956
0.43478260869565216,0.008695652173913044,2.968194176776383,0.1942602268055107,0.19395984761676002,0.0018101370756354318,0.0015097045967526757,0.7770409072220428,-0.09697992380838001,0.007240548302541727,-0.0007548522983763378
0.43478260869565216,0.013043478260869566,2.952217150493423,0.19518390498164326,0.19473046007066475,0.002733815251767996,0.002280317050657399,0.780735619926573,-0.09736523003533237,0.010935261007071984,-0.0011401585253286994
0.43478260869565216,0.017391304347826087,2.936190290336606,0.19612034282784102,0.19551188005242298,0.003670253097965759,0.0030617370324156346,0.7844813713113641,-0.09775594002621149,0.014681012391863035,-0.0015308685162078173
0.43478260869565216,0.021739130434782608,2.9201132740501237,0.19706981484752367,0.19630434141550482,0.00461972511764841,0.0038541983954974712,0.7882792593900947,-0.09815217070775241,0.01847890047059364,-0.0019270991977487356
0.43478260869565216,0.026086956521739132,2.903985776204211,0.19803260353523613,0.19710808497077995,0.0055825138053608725,0.004657941950772598,0.7921304141409445,-0.09855404248538997,0.02233005522144349,-0.002328970975386299
0.43478260869565216,0.030434782608695653,2.8878074681474133,0.19900899967027783,0.19792335801675906,0.006558909940402563,0.005473214996751713,0.7960359986811113,-0.09896167900837953,0.026235639761610252,-0.0027366074983758565
0.43478260869565216,0.034782608695652174,2.87157801796946,0.19999930262338683,0.19875041562964338,0.00754921289351157,0.006300272609636032,0.7999972104935473,-0.09937520781482169,0.03019685157404628,-0.003150136304818016
0.43478260869565216,0.0391304347826087,2.8552970904600334,0.20100382067716066,0.19958952042711822,0.008553730947285398,0.007139377407110875,0.8040152827086426,-0.09979476021355911,0.034214923789141594,-0.0035696887035554375
0.43478260869565216,0.043478260869565216,2.8389643470529684,0.20202287136093722,0.2004409428579088,0.009572781631061955,0.007990799837901463,0.8080914854437489,-0.1002204714289544,0.03829112652424782,-0.003995399918950732
0.43478260869565216,0.04782608695652174,2.822579445794416,0.20305678180090347,0.20130496164546882,0.010606692071028212,0.008854818625461475,0.8122271272036139,-0.10065248082273441,0.04242676828411285,-0.004427409312730737
0.43478260869565216,0.052173913043478265,2.80614204128442,0.20410588908624613,0.20218186377701866,0.011655799356370872,0.009731720757011314,0.8164235563449845,-0.10109093188850933,0.04662319742548349,-0.004865860378505657
0.43478260869565216,0.05652173913043478,2.789651784648968,0.2051705406522083,0.2030719454455475,0.012720450922333038,0.010621802425540144,0.8206821626088332,-0.10153597272277375,0.05088180368933215,-0.005310901212770072
0.43478260869565216,0.06086956521739131,2.7731083234660474,0.20625109468097083,0.20397551174460143,0.013801004951095569,0.011525368724594087,0.8250043787238833,-0.10198775587230072,0.055204019804382276,-0.005762684362297044
0.43478260869565216,0.06521739130434782,2.7565113017455545,0.20734792052133355,0.20489287737514741,0.014897830791458289,0.012442734355140067,0.8293916820853342,-0.10244643868757371,0.059591323165833154,-0.0062213671775700335
0.43478260869565216,0.06956521739130435,2.7398603598532207,0.20846139912823297,0.20582436700835233,0.01601130939835771,0.01337422398834498,0.8338455965129319,-0.10291218350417616,0.06404523759343084,-0.00668711199417249
0.43478260869565216,0.07391304347826087,2.7231551344884224,0.2095919235232002,0.2067703154536389,0.01714183379332493,0.01432017243363154,0.8383676940928008,-0.10338515772681944,0.06856733517329971,-0.00716008621681577
0.43478260869565216,0.0782608695652174,2.706395258610258,0.21073989927693196,0.20773106835662125,0.018289809547056696,0.015280925336613904,0.8429595971077278,-0.10386553417831063,0.07315923818822678,-0.007640462668306952
0.43478260869565216,0.08260869565217391,2.6895803613988467,0.21190574501522424,0.20870698258439058,0.019455655285348983,0.01625683956438323,0.847622980060897,-0.10435349129219529,0.07782262114139593,-0.008128419782191615
0.43478260869565216,0.08695652173913043,2.6727100681947906,0.21308989294959926,0.20969842625554297,0.020639803219724,0.017248283235535622,0.852359571798397,-0.10484921312777148,0.082559212878896,-0.008624141617767811
0.43478260869565216,0.09130434782608696,2.6557840004556064,0.2142927894340438,0.21070578006071178,0.02184269970416855,0.01825563704070443,0.8571711577361752,-0.10535289003035589,0.0873707988166742,-0.009127818520352216
0.43478260869565216,0.09565217391304348,2.6388017756926323,0.21551489554937042,0.21172943688158746,0.02306480581949516,0.019279293861580116,0.8620595821974817,-0.10586471844079373,0.09225922327798064,-0.009639646930790058
0.43478260869565216,0.1,2.621763007419686,0.21675668771681475,0.21276980286424843,0.024306597986939488,0.020319659844241084,0.867026750867259,-0.10638490143212422,0.09722639194775795,-0.010159829922120542
0.4782608695652174,0.0,3.000000001112835,0.19245008972987526,0.19245014302000735,0.0,0.0,0.769800358919501,-0.09622507151000367,0.0,0.0
0.4782608695652174,0.004347826086956522,2.9839459187439963,0.19336525216232636,0.1932235930381062,0.0009151624324510998,0.0007734500180988646,0.7734610086493054,-0.0966117965190531,0.0036606497298043994,-0.0003867250090494323
0.4782608695652174,0.008695652173913044,2.967844627432459,0.19429286223256273,0.19400772330563792,0.0018427725026874675,0.0015575802856305776,0.7771714489302509,-0.09700386165281896,0.00737109001074987,-0.0007787901428152888
0.4782608695652174,0.013043478260869566,2.9516958426572475,0.1952331827201376,0.19480276025779986,0.0027830929902623314,0.002352617237792509,0.7809327308805504,-0.09740138012889993,0.011132371961049325,-0.0011763086188962546
0.4782608695652174,0.017391304347826087,2.9354992773027817,0.1961864839010003,0.1956089369960116,0.003736394171125035,0.0031587939760042427,0.7847459356040012,-0.0978044684980058,0.01494557668450014,-0.0015793969880021214
0.4782608695652174,0.021739130434782608,2.9192546416104848,0.19715304381724114,0.19642649315995145,0.004702954087365874,0.0039763501399441015,0.7886121752689645,-0.09821324657997572,0.018811816349463495,-0.0019881750699720507
0.4782608695652174,0.026086956521739132,2.9029616431764835,0.1981331485585754,0.19725567558885473,0.005683058828700127,0.004805532568847387,0.7925325942343016,-0.09862783779442737,0.02273223531480051,-0.0024027662844236936
0.4782608695652174,0.030434782608695653,2.8866199868895657,0.1991270925561673,0.19809673827788918,0.00667700282629205,0.005646595257881831,0.7965083702246692,-0.09904836913894459,0.0267080113051682,-0.0028232976289409156
0.4782608695652174,0.034782608695652174,2.8702293749166183,0.20013517888943053,0.19894994232295443,0.007685089159555264,0.006499799302947085,0.8005407155577221,-0.09947497116147722,0.030740356638221056,-0.0032498996514735423
0.4782608695652174,0.0391304347826087,2.8537895066550103,0.20115771960647766,0.1998155571200469,0.008707629876602396,0.007365414100039547,0.8046308784259106,-0.09990777856002345,0.034830519506409585,-0.0036827070500197734
0.4782608695652174,0.043478260869565216,2.8373000787118685,0.2021950360589335,0.20069385970804596,0.00974494632905823,0.00824371668803861,0.808780144235734,-0.10034692985402298,0.03897978531623292,-0.004121858344019305
0.4782608695652174,0.04782608695652174,2.820760784859683,0.20324745925186913,0.20158513562806984,0.010797369521993866,0.009134992608062498,0.8129898370074765,-0.10079256781403492,0.043189478087975464,-0.004567496304031249
