target_w,target_Q,target_omega_re,target_omega_im,w,Q,objective,omega_re_pred,omega_im_pred,sigma_deltaOmega,sigma_deltaLambda
0.63,0.072,0.4203201358825918,-0.10404058852908694,0.6299958377243637,0.07199819341662017,3.236333381113358e-13,0.42032013225382286,-0.10404058356960307,1.8289802471142616e-06,1.7682598024621509e-06
