target_w_q,target_k,target_omega_re,target_omega_im,w_q,k,objective,omega_re_pred,omega_im_pred,sigma_deltaOmega_over_Omega0,sigma_deltaLambda_over_lambda0
-0.72,0.012,0.7202426443704125,-0.08815704893634602,-0.7189425553843902,0.012044405556374848,6.737879312608454e-10,0.7202428150793952,-0.08815290991052674,0.00010359280608782464,4.900077169064459e-05
