w_q,k,f_r0,Omega_star,lambda_star,deltaOmega_over_Omega0,deltaLambda_over_lambda0,omega_re,omega_im,delta_omega_re,delta_omega_im
-0.7777777777777778,0.003703703703703702,0.3173083381076955,0.18782407207623303,0.18662473416602948,-0.024037492838456687,-0.03026943542620486,0.7512962883049321,-0.09331236708301474,-0.018504070614568935,0.00291267778192289
-0.7777777777777778,0.005185185185185185,0.3108983400174403,0.1859736650147761,0.18429459194049116,-0.03365248997383963,-0.04237720959668678,0.7438946600591044,-0.09214729597024558,-0.02590569886039662,0.004077748894692049
-0.7777777777777778,0.0066666666666666645,0.3044883419271852,0.1841232579533192,0.18196444971495282,-0.043267487109222236,-0.054484983767168815,0.7364930318132769,-0.09098222485747641,-0.033307327106224194,0.005242820007461221
-0.7777777777777778,0.008148148148148147,0.29807834383693005,0.18227285089186232,0.1796343074894145,-0.052882484244604955,-0.06659275793765085,0.7290914035674493,-0.08981715374470725,-0.04070895535205177,0.00640789112023038
-0.7777777777777778,0.009629629629629627,0.2916683457466749,0.18042244383040543,0.1773041652638762,-0.062497481379987674,-0.07870053210813266,0.7216897753216217,-0.0886520826319381,-0.04811058359787934,0.007572962232999525
-0.7777777777777778,0.01111111111111111,0.2852583476564198,0.17857203676894853,0.1749740230383379,-0.07211247851537039,-0.09080830627861458,0.7142881470757941,-0.08748701151916895,-0.055512211843706916,0.008738033345768684
-0.7777777777777778,0.01259259259259259,0.2788483495661646,0.17672162970749164,0.17264388081279958,-0.08172747565075311,-0.1029160804490965,0.7068865188299666,-0.08632194040639979,-0.06291384008953449,0.009903104458537842
-0.7777777777777778,0.014074074074074069,0.27243835147590945,0.17487122264603472,0.17031373858726126,-0.09134247278613594,-0.11502385461957843,0.6994848905841389,-0.08515686929363063,-0.07031546833536217,0.011068175571307001
-0.7777777777777778,0.015555555555555555,0.2660283533856543,0.17302081558457783,0.16798359636172294,-0.10095746992151855,-0.12713162879006046,0.6920832623383113,-0.08399179818086147,-0.07771709658118975,0.01223324668407616
-0.7777777777777778,0.017037037037037035,0.2596183552953992,0.17117040852312093,0.16565345413618462,-0.11057246705690127,-0.13923940296054238,0.6846816340924837,-0.08282672706809231,-0.08511872482701732,0.013398317796845319
-0.7777777777777778,0.018518518518518514,0.253208357205144,0.16932000146166404,0.1633233119106463,-0.12018746419228399,-0.1513471771310243,0.6772800058466562,-0.08166165595532315,-0.0925203530728449,0.014563388909614478
-0.7777777777777778,0.02,0.24679835911488884,0.16746959440020714,0.160993169685108,-0.1298024613276667,-0.16345495130150622,0.6698783776008286,-0.080496584842554,-0.09992198131867247,0.015728460022383636
-0.7530864197530864,-0.02,0.4131051263016766,0.21547822280188128,0.2219012503162497,0.11965768945251476,0.15303271943241148,0.8619128912075251,-0.11095062515812484,0.09211253228802407,-0.014725580293187213
-0.7530864197530864,-0.018518518518518517,0.40719610460031785,0.21377243516691788,0.21971968286540713,0.11079415690047667,0.14169696243741803,0.8550897406676715,-0.10985984143270357,0.08528938174817047,-0.013634796567765936
-0.7530864197530864,-0.017037037037037038,0.4012870828989591,0.21206664753195448,0.21753811541456458,0.10193062434843858,0.13036120544242458,0.8482665901278179,-0.10876905770728229,0.07846623120831686,-0.01254401284234466
-0.7530864197530864,-0.015555555555555555,0.39537806119760033,0.21036085989699108,0.21535654796372203,0.09306709179640049,0.11902544844743113,0.8414434395879643,-0.10767827398186101,0.07164308066846325,-0.011453229116923383
-0.7530864197530864,-0.014074074074074076,0.38946903949624156,0.20865507226202767,0.21317498051287948,0.0842035592443624,0.10768969145243767,0.8346202890481107,-0.10658749025643974,0.06481993012860965,-0.010362445391502106
-0.7530864197530864,-0.012592592592592593,0.3835600177948828,0.20694928462706422,0.21099341306203692,0.07534002669232409,0.09635393445744422,0.8277971385082569,-0.10549670653101846,0.05799677958875582,-0.00927166166608083
-0.7530864197530864,-0.011111111111111112,0.37765099609352404,0.20524349699210084,0.20881184561119437,0.066476494140286,0.08501817746245077,0.8209739879684034,-0.10440592280559718,0.051173629048902325,-0.008180877940659553
-0.7530864197530864,-0.00962962962962963,0.3717419743921653,0.20353770935713744,0.20663027816035182,0.05761296158824791,0.07368242046745732,0.8141508374285498,-0.10331513908017591,0.04435047850904872,-0.007090094215238277
-0.7530864197530864,-0.00814814814814815,0.3658329526908065,0.20183192172217404,0.20444871070950926,0.048749429036209824,0.06234666347246387,0.8073276868886962,-0.10222435535475463,0.03752732796919511,-0.005999310489817
-0.7530864197530864,-0.006666666666666668,0.3599239309894478,0.20012613408721058,0.2022671432586667,0.03988589648417151,0.05101090647747042,0.8005045363488423,-0.10113357162933335,0.030704177429341284,-0.004908526764395724
-0.7530864197530864,-0.005185185185185187,0.35401490928808904,0.19842034645224718,0.20008557580782416,0.031022363932133423,0.03967514948247697,0.7936813858089887,-0.10004278790391208,0.023881026889487678,-0.003817743038974447
-0.7530864197530864,-0.0037037037037037056,0.3481058875867303,0.19671455881728378,0.19790400835698166,0.022158831380095334,0.02833939248748374,0.7868582352691351,-0.09895200417849083,0.01705787634963407,-0.0027269593135531983
-0.7530864197530864,-0.0022222222222222227,0.3421968658853715,0.19500877118232038,0.19572244090613908,0.013295298828057245,0.017003635492490066,0.7800350847292815,-0.09786122045306954,0.010234725809780465,-0.0016361755881319079
-0.7530864197530864,-0.0007407407407407432,0.33628784418401275,0.19330298354735698,0.19354087345529655,0.004431766276019156,0.005667878497496837,0.7732119341894279,-0.09677043672764828,0.0034115752699268587,-0.0005453918627106452
-0.7530864197530864,0.0007407407407407397,0.330378822482654,0.19159719591239358,0.191359306004454,-0.004431766276018934,-0.0056678784974966145,0.7663887836495743,-0.095679653002227,-0.0034115752699267476,0.0005453918627106313
-0.7530864197530864,0.002222222222222219,0.3244698007812952,0.18989140827743017,0.18917773855361145,-0.013295298828057023,-0.017003635492490177,0.7595656331097207,-0.09458886927680572,-0.010234725809780354,0.0016361755881319079
-0.7530864197530864,0.003703703703703702,0.31856077907993646,0.18818562064246674,0.1869961711027689,-0.022158831380095334,-0.028339392487483628,0.752742482569867,-0.09349808555138445,-0.01705787634963407,0.0027269593135531844
-0.7530864197530864,0.005185185185185185,0.3126517573785777,0.18647983300750334,0.18481460365192634,-0.031022363932133423,-0.03967514948247708,0.7459193320300134,-0.09240730182596317,-0.023881026889487678,0.003817743038974461
-0.7530864197530864,0.0066666666666666645,0.306742735677219,0.1847740453725399,0.1826330362010838,-0.039885896484171623,-0.05101090647747053,0.7390961814901597,-0.0913165181005419,-0.030704177429341395,0.0049085267643957375
-0.7530864197530864,0.008148148148148147,0.30083371397586023,0.1830682577375765,0.18045146875024123,-0.04874942903620971,-0.06234666347246398,0.732273030950306,-0.09022573437512062,-0.037527327969195,0.005999310489817014
-0.7530864197530864,0.009629629629629627,0.29492469227450147,0.18136247010261308,0.1782699012993987,-0.057612961588248024,-0.07368242046745732,0.7254498804104523,-0.08913495064969935,-0.04435047850904872,0.007090094215238277
-0.7530864197530864,0.01111111111111111,0.2890156705731427,0.17965668246764968,0.17608833384855616,-0.06647649414028611,-0.08501817746245077,0.7186267298705987,-0.08804416692427808,-0.051173629048902325,0.008180877940659553
-0.7530864197530864,0.01259259259259259,0.28310664887178394,0.1779508948326863,0.1739067663977136,-0.07534002669232398,-0.09635393445744422,0.7118035793307452,-0.0869533831988568,-0.05799677958875582,0.00927166166608083
-0.7530864197530864,0.014074074074074069,0.2771976271704252,0.17624510719772288,0.17172519894687105,-0.08420355924436229,-0.10768969145243767,0.7049804287908915,-0.08586259947343552,-0.06481993012860954,0.010362445391502106
-0.7530864197530864,0.015555555555555555,0.2712886054690664,0.17453931956275948,0.1695436314960285,-0.09306709179640038,-0.11902544844743113,0.6981572782510379,-0.08477181574801425,-0.07164308066846314,0.011453229116923383
-0.7530864197530864,0.017037037037037035,0.26537958376770765,0.17283353192779605,0.16736206404518594,-0.10193062434843858,-0.13036120544242458,0.6913341277111842,-0.08368103202259297,-0.07846623120831686,0.01254401284234466
-0.7530864197530864,0.018518518518518514,0.25947056206634894,0.17112774429283265,0.1651804965943434,-0.11079415690047667,-0.14169696243741803,0.6845109771713306,-0.0825902482971717,-0.08528938174817047,0.013634796567765936
-0.7530864197530864,0.02,0.2535615403649901,0.16942195665786924,0.16299892914350084,-0.11965768945251476,-0.15303271943241148,0.677687826631477,-0.08149946457175042,-0.09211253228802407,0.014725580293187213
-0.728395061728395,-0.02,0.40687052463497303,0.2136784483266006,0.2199780389664153,0.11030578695245952,0.14303942011759263,0.8547137933064024,-0.10998901948320765,0.08491343438690135,-0.013763974618270017
-0.728395061728395,-0.018518518518518517,0.40142332527929603,0.21210597731943576,0.2179389316155605,0.10213498791894393,0.13244390751628954,0.848423909277743,-0.10896946580778025,0.07862355035824198,-0.012744420942842616
-0.728395061728395,-0.017037037037037038,0.39597612592361897,0.21053350631227088,0.2158998242647057,0.09396418888542835,0.12184839491498645,0.8421340252490835,-0.10794991213235285,0.07233366632958249,-0.011724867267415215
-0.728395061728395,-0.015555555555555555,0.39052892656794197,0.2089610353051061,0.21386071691385083,0.08579338985191298,0.11125288231368313,0.8358441412204244,-0.10693035845692542,0.06604378230092334,-0.010705313591987786
-0.728395061728395,-0.014074074074074076,0.38508172721226497,0.20738856429794122,0.21182160956299603,0.0776225908183974,0.10065736971238004,0.8295542571917649,-0.10591080478149802,0.05975389827226385,-0.009685759916560385
-0.728395061728395,-0.012592592592592593,0.37963452785658797,0.20581609329077638,0.20978250221214123,0.06945179178488181,0.09006185711107695,0.8232643731631055,-0.10489125110607062,0.053464014243604474,-0.008666206241132984
-0.728395061728395,-0.011111111111111112,0.37418732850091097,0.20424362228361156,0.20774339486128637,0.06128099275136645,0.07946634450977363,0.8169744891344463,-0.10387169743064319,0.04717413021494521,-0.007646652565705556
-0.728395061728395,-0.00962962962962963,0.36874012914523396,0.20267115127644672,0.20570428751043157,0.05311019371785086,0.06887083190847054,0.8106846051057869,-0.10285214375521579,0.04088424618628583,-0.006627098890278155
-0.728395061728395,-0.00814814814814815,0.36329292978955696,0.20109868026928188,0.20366518015957677,0.044939394684335277,0.05827531930716745,0.8043947210771275,-0.10183259007978838,0.03459436215762646,-0.005607545214850754
-0.728395061728395,-0.006666666666666668,0.3578457304338799,0.19952620926211706,0.2016260728087219,0.03676859565081991,0.047679806705864136,0.7981048370484682,-0.10081303640436096,0.028304478128967192,-0.004587991539423325
-0.728395061728395,-0.005185185185185187,0.3523985310782029,0.19795373825495222,0.1995869654578671,0.028597796617304327,0.037084294104561044,0.7918149530198089,-0.09979348272893356,0.022014594100307816,-0.003568437863995924
-0.728395061728395,-0.0037037037037037056,0.3469513317225259,0.19638126724778734,0.1975478581070123,0.020426997583788742,0.026488781503257952,0.7855250689911494,-0.09877392905350615,0.01572471007164833,-0.002548884188568523
-0.728395061728395,-0.0022222222222222227,0.3415041323668489,0.19480879624062253,0.19550875075615748,0.012256198550273378,0.015893268901954638,0.7792351849624901,-0.09775437537807874,0.009434826042989064,-0.0015293305131411083
-0.728395061728395,-0.0007407407407407432,0.3360569330111719,0.19323632523345768,0.19346964340530268,0.004085399516757793,0.005297756300651546,0.7729453009338307,-0.09673482170265134,0.003144942014329688,-0.0005097768377137074
-0.728395061728395,0.0007407407407407397,0.33060973365549484,0.19166385422629284,0.19143053605444785,-0.004085399516757793,-0.005297756300651657,0.7666554169051714,-0.09571526802722392,-0.003144942014329688,0.0005097768377137074
-0.728395061728395,0.002222222222222219,0.32516253429981784,0.190091383219128,0.18939142870359305,-0.012256198550273267,-0.015893268901954638,0.760365532876512,-0.09469571435179652,-0.009434826042989064,0.0015293305131411083
-0.728395061728395,0.003703703703703702,0.31971533494414084,0.18851891221196318,0.18735232135273824,-0.020426997583788742,-0.02648878150325773,0.7540756488478527,-0.09367616067636912,-0.01572471007164833,0.0025488841885685093
-0.728395061728395,0.005185185185185185,0.31426813558846384,0.1869464412047983,0.18531321400188341,-0.02859779661730444,-0.037084294104561044,0.7477857648191932,-0.09265660700094171,-0.022014594100307816,0.003568437863995924
-0.728395061728395,0.0066666666666666645,0.30882093623278684,0.1853739701976335,0.18327410665102858,-0.0367685956508198,-0.04767980670586425,0.741495880790534,-0.09163705332551429,-0.02830447812896708,0.004587991539423339
-0.728395061728395,0.008148148148148147,0.30337373687710983,0.18380149919046865,0.18123499930017378,-0.04493939468433539,-0.05827531930716734,0.7352059967618746,-0.09061749965008689,-0.03459436215762646,0.00560754521485074
-0.728395061728395,0.009629629629629627,0.29792653752143283,0.1822290281833038,0.17919589194931895,-0.05311019371785086,-0.06887083190847054,0.7289161127332152,-0.08959794597465948,-0.04088424618628583,0.006627098890278155
-0.728395061728395,0.01111111111111111,0.2924793381657558,0.180656557176139,0.17715678459846415,-0.061280992751366226,-0.07946634450977363,0.722626228704556,-0.08857839229923208,-0.0471741302149451,0.007646652565705556
-0.728395061728395,0.01259259259259259,0.2870321388100788,0.17908408616897412,0.17511767724760932,-0.06945179178488192,-0.09006185711107684,0.7163363446758965,-0.08755883862380466,-0.053464014243604585,0.00866620624113297
-0.728395061728395,0.014074074074074069,0.2815849394544018,0.1775116151618093,0.17307856989675452,-0.0776225908183974,-0.10065736971237993,0.7100464606472372,-0.08653928494837726,-0.05975389827226385,0.009685759916560371
-0.728395061728395,0.015555555555555555,0.27613774009872477,0.17593914415464446,0.1710394625458997,-0.08579338985191287,-0.11125288231368313,0.7037565766185778,-0.08551973127294984,-0.06604378230092323,0.010705313591987786
-0.728395061728395,0.017037037037037035,0.27069054074304777,0.1743666731474796,0.16900035519504486,-0.09396418888542846,-0.12184839491498634,0.6974666925899184,-0.08450017759752243,-0.0723336663295826,0.011724867267415201
-0.728395061728395,0.018518518518518514,0.26524334138737077,0.17279420214031477,0.16696124784419006,-0.10213498791894393,-0.13244390751628943,0.6911768085612591,-0.08348062392209503,-0.07862355035824198,0.012744420942842602
-0.728395061728395,0.02,0.2597961420316937,0.17122173113314992,0.16492214049333523,-0.11030578695245952,-0.14303942011759263,0.6848869245325997,-0.08246107024666761,-0.08491343438690135,0.013763974618270017
-0.7037037037037037,-0.02,0.40112319116791856,0.21201933606443737,0.21813975878635802,0.10168478675187775,0.13348743610637448,0.8480773442577495,-0.10906987939317901,0.07827698533824845,-0.01284483452824138
-0.7037037037037037,-0.018518518518518517,0.3961017202172085,0.2105697622618772,0.2162368203377297,0.09415258032581275,0.12359947787627279,0.8422790490475088,-0.10811841016886485,0.07247869012800778,-0.01189336530392722
-0.7037037037037037,-0.017037037037037038,0.39108024926649854,0.20912018845931707,0.21433388188910132,0.08662037389974775,0.11371151964617088,0.8364807538372683,-0.10716694094455066,0.06668039491776723,-0.010941896079613031
-0.7037037037037037,-0.015555555555555555,0.3860587783157885,0.2076706146567569,0.21243094344047295,0.07908816747368275,0.10382356141606897,0.8306824586270276,-0.10621547172023647,0.06088209970752656,-0.009990426855298842
-0.7037037037037037,-0.014074074074074076,0.3810373073650785,0.20622104085419676,0.21052800499184463,0.07155596104761774,0.09393560318596728,0.824884163416787,-0.10526400249592231,0.055083804497286004,-0.009038957630984681
-0.7037037037037037,-0.012592592592592593,0.3760158364143685,0.2047714670516366,0.20862506654321625,0.06402375462155274,0.08404764495586536,0.8190858682065464,-0.10431253327160812,0.04928550928704534,-0.008087488406670493
-0.7037037037037037,-0.011111111111111112,0.3709943654636585,0.20332189324907646,0.20672212809458793,0.05649154819548774,0.07415968672576367,0.8132875729963058,-0.10336106404729396,0.04348721407680478,-0.007136019182356332
-0.7037037037037037,-0.00962962962962963,0.36597289451294845,0.2018723194465163,0.20481918964595955,0.04895934176942274,0.06427172849566176,0.8074892777860652,-0.10240959482297977,0.037688918866564114,-0.006184549958042143
-0.7037037037037037,-0.00814814814814815,0.36095142356223847,0.2004227456439561,0.20291625119733123,0.04142713534335751,0.05438377026556007,0.8016909825758244,-0.10145812559866561,0.031890623656323336,-0.005233080733727982
-0.7037037037037037,-0.006666666666666668,0.35592995261152843,0.19897317184139596,0.20101331274870285,0.03389492891729251,0.04449581203545816,0.7958926873655838,-0.10050665637435142,0.02609232844608278,-0.0042816115094137935
-0.7037037037037037,-0.005185185185185187,0.35090848166081845,0.1975235980388358,0.19911037430007453,0.026362722491227508,0.03460785380535647,0.7900943921553432,-0.09955518715003726,0.020294033235842113,-0.0033301422850996326
-0.7037037037037037,-0.0037037037037037056,0.3458870107101084,0.19607402423627565,0.19720743585144615,0.018830516065162506,0.024719895575254558,0.7842960969451026,-0.09860371792572308,0.014495738025601557,-0.002378673060785444
-0.7037037037037037,-0.0022222222222222227,0.3408655397593984,0.19462445043371548,0.19530449740281777,0.011298309639097504,0.014831937345152646,0.7784978017348619,-0.09765224870140889,0.00869744281536089,-0.0014272038364712553
-0.7037037037037037,-0.0007407407407407432,0.3358440688086884,0.19317487663115535,0.19340155895418945,0.003766103213032501,0.004943979115050956,0.7726995065246214,-0.09670077947709473,0.0028991476051203335,-0.00047573461215709434
-0.7037037037037037,0.0007407407407407397,0.33082259785797835,0.19172530282859518,0.19149862050556107,-0.003766103213032501,-0.004943979115050956,0.7669012113143807,-0.09574931025278054,-0.0028991476051203335,0.00047573461215709434
-0.7037037037037037,0.002222222222222219,0.32580112690726837,0.19027572902603504,0.18959568205693272,-0.011298309639097504,-0.014831937345152757,0.7611029161041402,-0.09479784102846636,-0.00869744281536089,0.0014272038364712691
-0.7037037037037037,0.003703703703703702,0.32077965595655833,0.18882615522347487,0.18769274360830437,-0.018830516065162506,-0.024719895575254558,0.7553046208938995,-0.09384637180415219,-0.014495738025601557,0.002378673060785444
-0.7037037037037037,0.005185185185185185,0.31575818500584835,0.1873765814209147,0.18578980515967602,-0.02636272249122762,-0.03460785380535636,0.7495063256836588,-0.09289490257983801,-0.020294033235842224,0.0033301422850996187
-0.7037037037037037,0.0066666666666666645,0.3107367140551383,0.18592700761835457,0.18388686671104768,-0.03389492891729251,-0.04449581203545816,0.7437080304734183,-0.09194343335552384,-0.02609232844608278,0.0042816115094137935
-0.7037037037037037,0.008148148148148147,0.3057152431044283,0.1844774338157944,0.18198392826241933,-0.041427135343357624,-0.05438377026555996,0.7379097352631776,-0.09099196413120966,-0.03189062365632345,0.005233080733727968
-0.7037037037037037,0.009629629629629627,0.3006937721537183,0.18302786001323426,0.18008098981379098,-0.048959341769422515,-0.06427172849566176,0.732111440052937,-0.09004049490689549,-0.037688918866564,0.006184549958042143
-0.7037037037037037,0.01111111111111111,0.29567230120300825,0.1815782862106741,0.1781780513651626,-0.05649154819548763,-0.07415968672576367,0.7263131448426964,-0.0890890256825813,-0.04348721407680467,0.007136019182356332
-0.7037037037037037,0.01259259259259259,0.29065083025229826,0.18012871240811396,0.17627511291653428,-0.06402375462155252,-0.08404764495586536,0.7205148496324558,-0.08813755645826714,-0.049285509287045226,0.008087488406670493
-0.7037037037037037,0.014074074074074069,0.2856293593015883,0.1786791386055538,0.1743721744679059,-0.07155596104761763,-0.09393560318596728,0.7147165544222152,-0.08718608723395295,-0.05508380449728589,0.009038957630984681
-0.7037037037037037,0.015555555555555555,0.28060788835087824,0.17722956480299362,0.17246923601927755,-0.07908816747368275,-0.10382356141606908,0.7089182592119745,-0.08623461800963877,-0.06088209970752656,0.009990426855298856
-0.7037037037037037,0.017037037037037035,0.2755864174001682,0.17577999100043346,0.1705662975706492,-0.08662037389974775,-0.11371151964617088,0.7031199640017338,-0.0852831487853246,-0.06668039491776723,0.010941896079613031
-0.7037037037037037,0.018518518518518514,0.2705649464494582,0.17433041719787332,0.16866335912202085,-0.09415258032581275,-0.12359947787627268,0.6973216687914933,-0.08433167956101043,-0.07247869012800778,0.011893365303927206
-0.7037037037037037,0.02,0.2655434754987482,0.17288084339531315,0.1667604206733925,-0.10168478675187775,-0.13348743610637448,0.6915233735812526,-0.08338021033669625,-0.07827698533824845,0.01284483452824138
-0.6790123456790123,-0.02,0.39582504322721945,0.21048989249455283,0.21638767894939714,0.09373756484082918,0.1243833622167747,0.8419595699782113,-0.10819383947469857,0.07215921105871026,-0.011968794609760941
-0.6790123456790123,-0.018518518518518517,0.3911960276795242,0.20915361080828043,0.2146145241923955,0.08679404151928627,0.11516977983034682,0.8366144432331217,-0.10730726209619774,0.06681408431362068,-0.011082217231260114
-0.6790123456790123,-0.017037037037037038,0.3865670121318289,0.207817329122008,0.2128413694353939,0.07985051819774336,0.10595619744391915,0.831269316488032,-0.10642068471769695,0.06146895756853099,-0.010195639852759314
-0.6790123456790123,-0.015555555555555555,0.38193799658413363,0.2064810474357356,0.2110682146783923,0.07290699487620045,0.09674261505749149,0.8259241897429423,-0.10553410733919615,0.0561238308234413,-0.009309062474258514
-0.6790123456790123,-0.014074074074074076,0.3773089810364384,0.2051447657494632,0.20929505992139064,0.06596347155465754,0.0875290326710636,0.8205790629978528,-0.10464752996069532,0.05077870407835172,-0.008422485095757687
-0.6790123456790123,-0.012592592592592593,0.3726799654887431,0.20380848406319077,0.20752190516438904,0.05901994823311463,0.07831545028463593,0.8152339362527631,-0.10376095258219452,0.04543357733326203,-0.007535907717256887
-0.6790123456790123,-0.011111111111111112,0.36805094994104787,0.20247220237691835,0.20574875040738738,0.05207642491157172,0.06910186789820805,0.8098888095076734,-0.10287437520369369,0.04008845058817234,-0.00664933033875606
-0.6790123456790123,-0.00962962962962963,0.3634219343933526,0.20113592069064593,0.20397559565038578,0.04513290159002881,0.05988828551178038,0.8045436827625837,-0.10198779782519289,0.03474332384308265,-0.00576275296025526
-0.6790123456790123,-0.00814814814814815,0.35879291884565734,0.19979963900437353,0.20220244089338418,0.038189378268485896,0.050674703125352716,0.7991985560174941,-0.10110122044669209,0.029398197097993073,-0.0048761755817544605
-0.6790123456790123,-0.006666666666666668,0.35416390329796205,0.1984633573181011,0.20042928613638253,0.031245854946942986,0.04146112073892483,0.7938534292724044,-0.10021464306819126,0.024053070352903383,-0.003989598203253633
-0.6790123456790123,-0.005185185185185187,0.3495348877502668,0.19712707563182869,0.19865613137938093,0.024302331625400075,0.03224753835249716,0.7885083025273147,-0.09932806568969046,0.018707943607813693,-0.0031030208247528335
-0.6790123456790123,-0.0037037037037037056,0.3449058722025715,0.1957907939455563,0.19688297662237933,0.017358808303857165,0.023033955966069497,0.7831631757822252,-0.09844148831118966,0.013362816862724114,-0.002216443446252034
-0.6790123456790123,-0.0022222222222222227,0.3402768566548763,0.19445451225928387,0.19510982186537768,0.010415284982314255,0.01382037357964161,0.7778180490371355,-0.09755491093268884,0.008017690117634424,-0.0013298660677512064
-0.6790123456790123,-0.0007407407407407432,0.335647841107181,0.1931182305730115,0.19333666710837608,0.0034717616607715662,0.004606791193213944,0.772472922292046,-0.09666833355418804,0.002672563372544956,-0.00044328868925040676
-0.6790123456790123,0.0007407407407407397,0.33101882555948575,0.19178194888673905,0.19156351235137445,-0.003471761660771455,-0.004606791193213944,0.7671277955469562,-0.09578175617568722,-0.002672563372544845,0.00044328868925040676
-0.6790123456790123,0.002222222222222219,0.32638981001179046,0.19044566720046663,0.18979035759437285,-0.010415284982314477,-0.013820373579641498,0.7617826688018665,-0.09489517879718642,-0.008017690117634535,0.0013298660677512064
-0.6790123456790123,0.003703703703703702,0.3217607944640952,0.18910938551419423,0.18801720283737122,-0.017358808303857276,-0.023033955966069386,0.7564375420567769,-0.09400860141868561,-0.013362816862724114,0.00221644344625202
-0.6790123456790123,0.005185185185185185,0.31713177891639993,0.1877731038279218,0.1862440480803696,-0.024302331625400186,-0.03224753835249716,0.7510924153116872,-0.0931220240401848,-0.018707943607813804,0.0031030208247528335
-0.6790123456790123,0.0066666666666666645,0.3125027633687047,0.18643682214164942,0.184470893323368,-0.031245854946942986,-0.04146112073892483,0.7457472885665977,-0.092235446661684,-0.024053070352903383,0.003989598203253633
-0.6790123456790123,0.008148148148148147,0.3078737478210094,0.185100540455377,0.18269773856636637,-0.038189378268485896,-0.050674703125352605,0.740402161821508,-0.09134886928318318,-0.029398197097993073,0.004876175581754447
-0.6790123456790123,0.009629629629629627,0.30324473227331417,0.1837642587691046,0.18092458380936474,-0.045132901590028696,-0.05988828551178038,0.7350570350764184,-0.09046229190468237,-0.03474332384308265,0.00576275296025526
-0.6790123456790123,0.01111111111111111,0.2986157167256189,0.18242797708283218,0.17915142905236311,-0.05207642491157172,-0.06910186789820816,0.7297119083313287,-0.08957571452618156,-0.04008845058817234,0.006649330338756074
-0.6790123456790123,0.01259259259259259,0.29398670117792364,0.18109169539655975,0.17737827429536152,-0.05901994823311463,-0.07831545028463582,0.724366781586239,-0.08868913714768076,-0.04543357733326203,0.007535907717256873
-0.6790123456790123,0.014074074074074069,0.28935768563022835,0.17975541371028733,0.1756051195383599,-0.06596347155465765,-0.0875290326710636,0.7190216548411493,-0.08780255976917994,-0.05077870407835172,0.008422485095757687
-0.6790123456790123,0.015555555555555555,0.2847286700825331,0.17841913202401494,0.17383196478135826,-0.07290699487620045,-0.09674261505749138,0.7136765280960597,-0.08691598239067913,-0.0561238308234413,0.0093090624742585
-0.6790123456790123,0.017037037037037035,0.2800996545348378,0.17708285033774251,0.17205881002435663,-0.07985051819774336,-0.10595619744391915,0.7083314013509701,-0.08602940501217832,-0.06146895756853099,0.010195639852759314
-0.6790123456790123,0.018518518518518514,0.2754706389871426,0.17574656865147012,0.17028565526735503,-0.08679404151928616,-0.11516977983034682,0.7029862746058805,-0.08514282763367752,-0.06681408431362057,0.011082217231260114
-0.6790123456790123,0.02,0.2708416234394473,0.1744102869651977,0.16851250051035338,-0.09373756484082907,-0.12438336221677482,0.6976411478607908,-0.08425625025517669,-0.07215921105871026,0.011968794609760941
-0.654320987654321,-0.02,0.39094097450866644,0.20907998329985422,0.21472213283297006,0.08641146176299963,0.11572893072877255,0.8363199331994169,-0.10736106641648503,0.06651957427991584,-0.011136021551547401
-0.654320987654321,-0.018518518518518517,0.3866737418290121,0.20784813933170762,0.21307235186237045,0.08001061274351806,0.10715641734145609,0.8313925573268305,-0.10653617593118522,0.061592198407329435,-0.010311131066247592
-0.654320987654321,-0.017037037037037038,0.3824065091493578,0.20661629536356105,0.21142257089177083,0.07360976372403671,0.09858390395413963,0.8264651814542442,-0.10571128544588541,0.05666482253474314,-0.009486240580947783
-0.654320987654321,-0.015555555555555555,0.3781392764697035,0.20538445139541442,0.20977278992117124,0.06720891470455514,0.09001139056682317,0.8215378055816577,-0.10488639496058562,0.05173744666215663,-0.008661350095647988
-0.654320987654321,-0.014074074074074076,0.37387204379004924,0.20415260742726787,0.20812300895057162,0.0608080656850738,0.08143887717950671,0.8166104297090715,-0.10406150447528581,0.046810070789570446,-0.007836459610348179
-0.654320987654321,-0.012592592592592593,0.3696048111103949,0.20292076345912125,0.206473227979972,0.05440721666559223,0.07286636379219025,0.811683053836485,-0.103236613989986,0.04188269491698393,-0.00701156912504837
-0.654320987654321,-0.011111111111111112,0.3653375784307406,0.20168891949097467,0.2048234470093724,0.04800636764611088,0.06429385040487379,0.8067556779638987,-0.1024117235046862,0.03695531904439764,-0.006186678639748575
-0.654320987654321,-0.00962962962962963,0.3610703457510863,0.20045707552282807,0.20317366603877274,0.04160551862662931,0.055721337017557104,0.8018283020913123,-0.10158683301938637,0.032027943171811235,-0.005361788154448738
-0.654320987654321,-0.00814814814814815,0.35680311307143203,0.1992252315546815,0.20152388506817315,0.035204669607147965,0.047148823630240644,0.796900926218726,-0.10076194253408657,0.027100567299224942,-0.004536897669148943
-0.654320987654321,-0.006666666666666668,0.35253588039177775,0.19799338758653492,0.19987410409757353,0.028803820587666618,0.03857631024292418,0.7919735503461397,-0.09993705204878676,0.02217319142663865,-0.0037120071838491336
-0.654320987654321,-0.005185185185185187,0.3482686477121234,0.19676154361838832,0.1982243231269739,0.02240297156818505,0.030003796855607723,0.7870461744735533,-0.09911216156348696,0.017245815554052246,-0.0028871166985493246
